word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,cnt,log_cnt,frq,log_frq,log_frqN,zipf,max_lem_cat,max_lem_cat_sum_perc,max_lem_lemma,max_lem_code,max_lem_perc,all_lem_cnt,all_lem_frq,all_lem_log_cnt,all_lem_log2_cnt,num_letters,sa_orth_cv_structure,sa_orth_syll_structure,rep_letters,N,NHF,frq_hf_s,hf_s,hf_s_list,P,PHF,avg_frq_Ns,N_TL,frq_hf_tl,hf_tl,hf_tl_list,N_A,frq_hf_A,hf_A,hf_A_list,N_D,frq_hf_D,hf_D,hf_D_list,orth_uniq_point,Lev_N,sa_num_phon,sa_num_syll,sa_init_phon,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_homoph,sa_homoph_list,sa_NP,sa_NPHF,sa_frq_hfp,sa_hfp,sa_hfp_list,sa_pf,sa_pf_hf,sa_avg_frq_Np,sa_phon_uniq_point,familiarity,imageability,concreteness,log_rt,max_dom_scaled
navaja,856.7381818181818,0.2711654771337844,1,2,0.3776463213737002,0.7180408275854815,0.926829268292683,1237,3.092721,4.019202,0.700635,0.604491,3.60414,NOUN,100.0,navaja,NCFS000,91.592563,1515,3.74592,3.180413,10.115025,6,CVCVCV,na·va·ja,1,1,0,0.506868,navajo,OOOOOO;navajo,1,0,0.506868,0,0.0,,,1,1.185941,navajas,OOOOOO;navajas,0,0.0,,,7,1.9,6,3,n,naBaxa,CVCVCV,2,0,,4,1,44.815563,navarra,navarra;OOOOOO;navajas;navajo;abaja,4,1,11.633591,7,5.398,6.615,6.692,2.932848122315152,92.6829268292683
naval,816.236641221374,0.3907563054121636,1,3,0.6874111931735167,0.568446236099517,0.7377049180327869,7039,3.847573,22.870786,1.377867,1.359343,4.359281,ADJECTIVE,62.636738,naval,AQ0CS0,62.636738,8467,20.93512,3.92773,15.427059,5,CVCVC,na·val,1,7,1,24.420632,natal,natal;OOOOOO;nadal;navas;nasal;noval;nival;nabal,3,1,5.539805,0,0.0,,,1,0.224192,narval,OOOOOO;narval,2,3.210163,aval,OOOOOO;aval;nava,6,1.5,5,2,n,naBal,CVCVC,2,1,nabal,19,1,24.420632,natal,natal;OOOOOO;nadal;navas;cabal;aval;nava;chaval;nasal;rabal;noval;nival;abal;narval;naba;nabab;sabal;nabas;nabar;nável,6,1,2.772382,6,,,,2.9118160865449156,73.77049180327869
nave,815.5709342560554,0.3596532142245245,1,2,0.4441260450795996,0.8097998714758212,0.9076923076923076,14363,4.157275,46.66758,1.678223,1.669046,4.669015,NOUN,100.0,nave,NCFS000,97.242916,22008,54.415983,4.342581,18.858006,4,CVCV,na·ve,0,12,1,527.480445,name,name;OOOOOO;nace;dave;have;nava;navy;save;cave;nove;lave;nive;nade,4,1,48.853177,0,0.0,,,1,26.522833,naves,OOOOOO;naves,1,20.63212,ave,OOOOOO;ave,5,1.3,4,2,n,naBe,CVCV,1,0,,32,3,527.480445,name,name;sabe;cabe;OOOOOO;nace;naves;llave;ave;nube;dave;have;nava;navy;save;cave;yahvé;nabo;nove;lavé;lave;nové;nive;naba;nade;narré;narre;nadé;cavé;nevé;yaveh;naque;babe;nável,5,2,28.024145,5,5.324,5.561,5.256,2.911461739767776,90.76923076923076
navegación,857.4230769230769,0.541432684327739,1,2,0.5965109917085879,0.9076658969466966,0.8552631578947368,5893,3.77041,19.147257,1.304216,1.28218,4.282107,NOUN,100.0,navegación,NCFS000,89.954183,5971,14.763624,3.776047,14.258531,10,CVCVCVCVVC,na·ve·ga·ción,1,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,9,2.85,10,4,n,naBeGasjon,CVCVCVCVVC,4,0,,0,0,0.0,,,0,0,0.0,11,4.452,4.706,4.613,2.933195168054344,85.52631578947368
navegador,839.5281690140845,0.7739355017484938,1,2,0.9923985003332222,0.7798636349093897,0.5512820512820513,1293,3.111934,4.201154,0.7161,0.623704,3.623369,NOUN,100.0,navegador,NCMS000,96.597061,1806,4.465434,3.256718,10.60621,9,CVCVCVCVC,na·ve·ga·dor,1,1,0,0.055236,navegados,OOOOOO;navegados,1,0,0.055236,0,0.0,,,1,0.009747,navegadora,OOOOOO;navegadora,1,0.607592,navegado,OOOOOO;navegado,10,2.2,9,4,n,naBeGaDor,CVCVCVCVC,4,0,,3,0,0.607592,navegado,OOOOOO;navegado;navegados;navegadora,2,0,0.224192,10,,,,2.9240352727696424,55.12820512820513
navegante,920.3305613305612,0.0,0,1,0.0,0.0,1.0,1075,3.031812,3.492839,0.652521,0.543582,3.543179,NOUN,53.023256,navegante,NCCS000,39.255814,1942,4.801701,3.288249,10.812583,9,CVCVCVCCV,na·ve·gan·te,1,1,0,0.012997,navegaste,OOOOOO;navegaste,1,0,0.012997,0,0.0,,,1,3.320634,navegantes,OOOOOO;navegantes,0,0.0,,,10,2.5,9,4,n,naBeGante,CVCVCVCCV,3,0,,2,0,3.320634,navegantes,OOOOOO;navegantes;navegaste,2,0,1.666816,10,,,,2.9639438438421064,100.0
navegar,812.0529801324503,0.4177270380606152,1,2,0.9815886212101388,0.4255622253909441,0.5797101449275363,1618,3.209247,5.257129,0.796375,0.721017,3.720749,VERB,98.02225,navegar,VMN0000,98.02225,5036,12.451785,3.702086,13.705439,7,CVCVCVC,na·ve·gar,1,3,0,1.215183,navegan,OOOOOO;navegan;navegas;navegad,1,0,0.418057,0,0.0,,,3,0.126717,navegara,OOOOOO;navegara;navegará;navegaré,1,1.403634,navega,OOOOOO;navega,8,1.65,7,3,n,naBeGar,CVCVCVC,3,0,,7,0,1.403634,navega,OOOOOO;navega;navegan;navegara;navegará;navegas;navegad;navegaré,2,0,0.404751,8,6.103,6.008,5.264,2.909584364498046,57.971014492753625
navío,908.0420792079208,0.0,0,1,0.0,0.0,1.0,2662,3.425371,8.649244,0.984493,0.937141,3.936978,NOUN,100.0,navío,NCMS000,89.256198,4466,11.042429,3.649919,13.321907,5,CVCVV,na·ví·o,0,0,0,0.0,,,0,0,0.0,0,0.0,,,1,6.004434,navíos,OOOOOO;navíos,1,0.1917,avío,OOOOOO;avío,6,1.9,5,3,n,naBio,CVCVV,2,0,,4,0,6.004434,navíos,OOOOOO;navíos;navy;nabo;avío,3,0,2.332079,6,4.89,5.288,5.542,2.958105974451002,100.0
nazi,901.224032586558,0.3407509179823149,1,2,0.8051250074646821,0.423227343360419,0.7538461538461538,4476,3.650987,14.543207,1.191541,1.162757,4.16266,ADJECTIVE,77.5916,nazi,AQ0CS0,77.5916,7282,18.005143,3.862251,14.91698,4,CVCV,na·zi,0,5,0,0.445134,nani,OOOOOO;nani;nati;nadi;nayi;naci,1,0,0.205346,0,0.0,,,1,9.812441,nazis,OOOOOO;nazis,1,0.032492,azi,OOOOOO;azi,5,1.65,4,2,n,nasi,CVCV,1,2,nací;naci,22,3,731.683193,así,así;casi;nace;OOOOOO;nasa;nazis;pací;nacía;navy;easy;nani;nati;nadi;naso;nanci;yací;nayi;tasi;ohashi;azi;dasi;nally;mashi,5,3,52.595216,5,,,,2.954832764366223,75.38461538461539
neblina,956.2779922779924,0.0,0,1,0.0,0.0,1.0,797,2.902003,2.589575,0.555043,0.413773,3.413228,NOUN,100.0,neblina,NCFS000,97.365119,1194,2.95223,3.077004,9.467956,7,CVCCVCV,ne·bli·na,1,1,0,0.003249,nebrina,OOOOOO;nebrina,1,0,0.003249,0,0.0,,,1,1.328903,neblinas,OOOOOO;neblinas,0,0.0,,,8,1.9,7,3,n,neBlina,CVCCVCV,2,0,,2,0,1.328903,neblinas,OOOOOO;neblinas;nebrina,2,0,0.666076,8,4.773,5.049,5.605,2.980584161065138,100.0
nebulosa,941.7818791946308,0.0,0,1,0.0,0.0,1.0,927,2.967548,3.011965,0.603357,0.479318,3.47885,NOUN,100.0,nebulosa,NCFS000,79.935275,1150,2.843438,3.060698,9.367871,8,CVCVCVCV,ne·bu·lo·sa,0,1,0,0.620588,nebuloso,OOOOOO;nebuloso,1,0,0.620588,0,0.0,,,1,1.208685,nebulosas,OOOOOO;nebulosas,0,0.0,,,9,2.45,8,4,n,neBulosa,CVCVCVCV,3,0,,3,0,1.208685,nebulosas,OOOOOO;nebulosas;nebuloso;nebuliza,3,0,0.610841,9,3.548,4.046,4.218,2.9739503299360837,100.0
necedad,1061.344827586207,0.4525212795699275,1,3,0.700736905427637,0.645779144875734,0.717391304347826,475,2.677607,1.543348,0.405406,0.189377,3.188464,NOUN,100.0,necedad,NCFS000,99.368421,820,2.027495,2.913814,8.490311,7,CVCVCVC,ne·ce·dad,1,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,8,2.55,7,3,n,neseDaD,CVCVCVC,3,0,,0,0,0.0,,,0,0,0.0,8,,,,3.025856507735007,71.73913043478261
necesario,846.1163636363636,0.0,0,1,0.0,0.0,1.0,56152,4.749373,182.446422,2.263509,2.261143,5.261135,ADJECTIVE,99.811227,necesario,AQ0MS0,99.811227,101885,251.91623,5.00811,25.081168,9,CVCVCVCVV,ne·ce·sa·rio,1,1,0,64.203257,necesaria,OOOOOO;necesaria,1,0,64.203257,0,0.0,,,1,41.079038,necesarios,OOOOOO;necesarios,0,0.0,,,10,2.55,9,4,n,nesesarjo,CVCVCVCVV,3,0,,2,0,64.203257,necesaria,OOOOOO;necesaria;necesarios,2,0,52.641147,10,,,,2.927430094256489,100.0
necesitado,946.8326180257512,0.4867358555430278,1,3,0.5565046623774921,0.8746303282772171,0.8125,1524,3.18327,4.951709,0.774642,0.69504,3.694755,VERB,51.771654,necesitar,VMP00SM,51.771654,76791,189.869944,4.88531,23.866257,10,CVCVCVCVCV,ne·ce·si·ta·do,1,1,0,1.091715,necesitada,OOOOOO;necesitada,1,0,1.091715,0,0.0,,,2,3.616307,necesitados,OOOOOO;necesitados;necesitando,1,0.045488,necesitad,OOOOOO;necesitad,11,1.8,10,5,n,nesesitaDo,CVCVCVCVCV,4,0,,3,0,3.616307,necesitados,OOOOOO;necesitados;necesitada;necesitad,2,0,1.584503,11,,,,2.9762732107954775,81.25
necesitar,920.3096085409252,0.0,0,1,0.0,0.0,1.0,2470,3.392873,8.025407,0.955467,0.904643,3.904467,VERB,99.716599,necesitar,VMN0000,99.716599,74225,183.525368,4.87055,23.722259,9,CVCVCVCVC,ne·ce·si·tar,1,3,1,36.416503,necesitan,necesitan;OOOOOO;necesitas;necesitad,1,1,13.256543,0,0.0,,,4,2.001478,necesitará,OOOOOO;necesitará;necesitara;necesitaré;necesitare,1,71.82252,necesita,necesita;OOOOOO,10,1.6,9,4,n,nesesitar,CVCVCVCVC,4,0,,8,2,71.82252,necesita,necesita;necesitan;OOOOOO;necesitas;necesitará;necesitara;necesitaré;necesitad;necesitare,2,2,14.332419,10,6.386,3.964,3.676,2.963933956324634,100.0
necio,863.0433789954338,0.6048186469922037,1,2,0.7837769474847011,0.7716719009575226,0.7666666666666667,1025,3.011147,3.330382,0.636526,0.522917,3.522494,ADJECTIVE,67.707317,necio,AQ0MS0,67.707317,1951,4.823954,3.290257,10.825793,5,CVCVV,ne·cio,0,4,0,3.330382,recio,recio;OOOOOO;necia;pecio;nerio,3,0,1.275293,0,0.0,,,1,1.673314,necios,OOOOOO;necios,1,0.032492,ecio,OOOOOO;ecio,6,1.7,5,2,n,nesjo,CVCVV,1,0,,12,1,90.092506,nació,nació;recio;OOOOOO;necios;necia;cesio;pecio;ezio;meció;nerio;ecio;nesgo;nesco,6,1,8.148875,6,,,,2.936032625129905,76.66666666666667
nefasto,923.1643835616438,0.1810768931767215,1,2,0.4854607607459134,0.3730000605991219,0.8947368421052632,379,2.579784,1.231429,0.348583,0.091554,3.090409,ADJECTIVE,97.62533,nefasto,AQ0MS0,97.62533,1370,3.3874,3.136721,9.839016,7,CVCVCCV,ne·fas·to,0,1,1,1.426378,nefasta,nefasta;OOOOOO,1,1,1.426378,0,0.0,,,1,0.812288,nefastos,OOOOOO;nefastos,0,0.0,,,8,2.4,7,3,n,nefasto,CVCVCCV,2,0,,2,1,1.426378,nefasta,nefasta;OOOOOO;nefastos,2,1,1.119333,8,,,,2.9652790406978955,89.47368421052632
negación,922.9475409836066,0.0,0,1,0.0,0.0,1.0,2549,3.40654,8.28209,0.967646,0.91831,3.91814,NOUN,100.0,negación,NCFS000,97.253825,2702,6.680843,3.431685,11.776464,8,CVCVCVVC,ne·ga·ción,1,1,0,1.221681,legación,OOOOOO;legación,1,0,1.221681,0,0.0,,,0,0.0,,,0,0.0,,,7,1.95,8,3,n,neGasjon,CVCVCVVC,3,0,,1,0,1.221681,legación,OOOOOO;legación,1,0,1.221681,9,5.935,5.291,5.609,2.965177017051047,100.0
negador,1134.2699619771863,0.8175996342117191,1,4,0.9412453132888564,0.868636074643389,0.3888888888888889,47,1.681241,0.15271,0.06172,-0.806989,2.183867,NOUN,100.0,negador,NCMS000,100.0,67,0.165661,1.826075,3.334549,7,CVCVCVC,ne·ga·dor,0,6,3,0.367154,negados,negados;segador;cegador;OOOOOO;pegador;regador;legador,2,2,0.184119,0,0.0,,,1,0.064983,negadora,OOOOOO;negadora,1,11.180334,negado,negado;OOOOOO,8,1.6,7,3,n,neGaDor,CVCVCVC,3,0,,8,4,11.180334,negado,negado;negados;segador;cegador;OOOOOO;pegador;negadora;regador;legador,3,3,1.543754,8,,,,3.0547164311386306,38.88888888888889
negar,834.1883116883117,0.3733755625117703,1,2,0.4288109647301171,0.8707229833704544,0.912280701754386,5155,3.712313,16.749382,1.249183,1.224083,4.223999,VERB,99.476237,negar,VMN0000,99.476237,37225,92.040847,4.570835,20.89253,5,CVCVC,ne·gar,0,7,0,4.500076,pegar,OOOOOO;pegar;regar;segar;cegar;legar;nevar;negad,3,0,1.209613,1,56.031638,negra,negra;OOOOOO,5,1.010486,negara,OOOOOO;negara;negará;negaré;anegar;negare,0,0.0,,,6,1.4,5,2,n,neGar,CVCVC,2,0,,13,1,205.122259,llegar,llegar;OOOOOO;pegar;regar;negara;negará;segar;cegar;legar;nevar;negaré;anegar;negare;negad,5,1,16.600171,6,5.81,4.872,5.095,2.921264100392537,91.2280701754386
negativa,832.7222222222222,0.3709170533790955,1,2,0.9117517586347536,0.4068180289934426,0.6730769230769231,8874,3.948168,28.832981,1.474697,1.459938,4.45989,NOUN,100.0,negativa,NCFS000,98.918188,9073,22.433488,3.957751,15.663792,8,CVCVCVCV,ne·ga·ti·va,1,1,0,20.160992,negativo,OOOOOO;negativo,1,0,20.160992,0,0.0,,,1,10.85217,negativas,OOOOOO;negativas,0,0.0,,,9,2.45,8,4,n,neGatiBa,CVCVCVCV,3,0,,2,0,20.160992,negativo,OOOOOO;negativo;negativas,2,0,15.506581,9,4.838,3.483,3.749,2.92050015449823,67.3076923076923
negligencia,1050.2065573770492,0.6061502771877273,1,2,0.8680403986166403,0.6982973121455218,0.7105263157894737,1470,3.167613,4.776254,0.761646,0.679383,3.679087,NOUN,100.0,negligencia,NCFS000,99.183673,1663,4.111858,3.220892,10.374147,11,CVCCVCVCCVV,ne·gli·gen·cia,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.68882,negligencias,OOOOOO;negligencias,0,0.0,,,12,3.5,11,4,n,neGlixensja,CVCCVCVCCVV,3,0,,1,0,0.68882,negligencias,OOOOOO;negligencias,1,0,0.68882,12,,,,3.021274725647646,71.05263157894737
negligente,1070.9170616113745,0.6763670910900218,1,4,0.9455305560363264,0.715330759827963,0.3333333333333333,340,2.532754,1.104712,0.323193,0.044525,3.043249,ADJECTIVE,92.941176,negligente,AQ0CS0,92.941176,480,1.186826,2.681241,7.189055,10,CVCCVCVCCV,ne·gli·gen·te,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.454881,negligentes,OOOOOO;negligentes,0,0.0,,,11,3.55,10,4,n,neGlixente,CVCCVCVCCV,3,0,,1,0,0.454881,negligentes,OOOOOO;negligentes,1,0,0.454881,11,,,,3.029755837704615,33.33333333333333
negociación,945.7861842105264,0.6487852096446292,1,2,0.9097361225311662,0.7131575778694033,0.675,11716,4.068816,38.067073,1.591811,1.580587,4.580549,NOUN,100.0,negociación,NCFS000,96.679754,37805,93.474928,4.577549,20.953957,11,CVCVCVVCVVC,ne·go·cia·ción,1,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,10,3.05,11,4,n,neGosjasjon,CVCVCVVCVVC,4,0,,0,0,0.0,,,0,0,0.0,12,5.333,3.409,4.043,2.975792965669093,67.5
negociar,865.4221453287197,0.6578660686869308,1,2,0.8453509366224364,0.7782165254532118,0.7272727272727273,6746,3.829111,21.918784,1.360192,1.340881,4.340816,VERB,98.473169,negociar,VMN0000,98.473169,13781,34.074276,4.139281,17.133645,8,CVCVCVVC,ne·go·ciar,0,3,0,2.3004,negocian,OOOOOO;negocian;negocias;negociad,1,0,0.772215,0,0.0,,,3,0.61409,negociará,OOOOOO;negociará;negociara;negociaré,1,3.138682,negocia,OOOOOO;negocia,9,1.65,8,3,n,neGosjar,CVCVCVVC,3,0,,7,0,3.138682,negocia,OOOOOO;negocia;negocian;negociará;negociara;negocias;negociad;negociaré,2,0,0.896302,9,4.755,3.648,3.25,2.9372280041871903,72.72727272727273
negocio,800.2490706319703,0.0,0,1,0.0,0.0,1.0,13699,4.136721,44.510143,1.658108,1.648491,4.648459,NOUN,99.9927,negocio,NCMS000,98.401343,40797,100.872812,4.610628,21.257893,7,CVCVCVV,ne·go·cio,1,4,0,3.138682,negocia,OOOOOO;negocia;negoció;negocie;negocié,1,0,1.646509,0,0.0,,,1,47.096468,negocios,negocios;OOOOOO,0,0.0,,,8,1.95,7,3,n,neGosjo,CVCVCVV,2,1,negoció,4,1,47.096468,negocios,negocios;OOOOOO;negocia;negocie;negocié,2,1,12.816283,8,5.985,4.446,4.535,2.903225178449233,100.0
negro,791.9473684210526,0.0,0,1,0.0,0.0,1.0,32555,4.512631,105.776166,2.028474,2.024401,5.024388,ADJECTIVE,66.840731,negro,AQ0MS0,66.840731,64043,158.349817,4.806472,23.10217,5,CVCCV,ne·gro,0,2,0,56.031638,negra,OOOOOO;negra;neuro,2,0,28.062932,0,0.0,,,2,35.760175,negros,OOOOOO;negros;negror,0,0.0,,,6,1.8,5,2,n,neGro,CVCCV,1,0,,8,0,56.031638,negra,OOOOOO;negra;negros;negó;nexo;negrón;neuro;negror;negreó,4,0,15.090689,6,5.781,,5.373,2.898696320018996,100.0
nena,848.0265151515151,0.3308625502327096,1,2,0.5349436990971067,0.6184997613602121,0.8780487804878049,982,2.992554,3.190668,0.622283,0.504324,3.503882,NOUN,100.0,nena,NCFS000,66.293279,1070,2.645633,3.029384,9.177166,4,CVCV,ne·na,1,22,6,75.221134,pena,pena;cena;mena;sena;vena;nina;OOOOOO;neta;nana;lena;nene;tena;xena;jena;nona;rena;nela;neda;zena;nema;nepa;neno;neja,4,2,5.744354,0,0.0,,,2,0.324915,nenas,OOOOOO;nenas;nenia,3,5.913458,nen,nen;nea;OOOOOO;ena,5,1.0,4,2,n,nena,CVCV,1,0,,32,9,75.221134,pena,pena;llena;cena;nen;mena;sena;nea;vena;nina;OOOOOO;neta;nana;lena;nene;tena;xena;jena;ena;hiena;quena;nona;naná;rena;nenas;nela;neda;zena;nema;nepa;neno;nenia;neja;nesha,5,4,5.635757,5,3.862,5.249,4.705,2.9284094315066698,87.8048780487805
nene,892.3129496402878,0.0,0,1,0.0,0.0,1.0,544,2.736397,1.767539,0.442094,0.248167,3.247369,NOUN,100.0,nene,NCMS000,61.213235,599,1.48106,2.777427,7.7141,4,CVCV,ne·ne,1,12,4,4.974453,pene,pene;gene;nena;bene;OOOOOO;mene;rene;none;lene;tene;cene;sene;neno,3,2,1.487841,0,0.0,,,1,0.146212,nenes,OOOOOO;nenes,2,80.897404,ene,ene;nen;OOOOOO,5,1.25,4,2,n,nene,CVCV,1,0,,24,8,80.897404,ene,ene;rené;nen;pene;gene;nena;negué;bene;OOOOOO;rene;mene;none;llene;gené;llené;lene;tene;nenes;cené;cene;sene;neno;nevé;pené;mené,5,5,4.966059,5,5.226,5.949,5.169,2.9505171957053857,100.0
nerviosa,873.4877300613497,0.1417022121999671,1,2,0.6252624052234231,0.226628389962664,0.84375,2132,3.328991,6.927194,0.899119,0.840761,3.840557,ADJECTIVE,96.013133,nervioso,AQ0FS0,96.013133,8491,20.994461,3.928959,15.436718,8,CVCCVVCV,ner·vio·sa,0,1,1,15.22228,nervioso,nervioso;OOOOOO,1,1,15.22228,0,0.0,,,1,2.511595,nerviosas,OOOOOO;nerviosas,2,11.966629,nervios,nervios;OOOOOO;nervosa,9,2.1,8,3,n,nerBjosa,CVCCVVCV,2,0,,4,2,15.22228,nervioso,nervioso;nervios;OOOOOO;nerviosas;nervosa,3,2,7.44787,9,,,,2.941256808799115,84.375
nerviosismo,1119.4291187739464,0.0,0,1,0.0,0.0,1.0,913,2.960946,2.966476,0.598405,0.472716,3.472241,NOUN,100.0,nerviosismo,NCMS000,98.357065,920,2.27475,2.963788,8.784038,11,CVCCVVCVCCV,ner·vio·sis·mo,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.022744,nerviosismos,OOOOOO;nerviosismos,0,0.0,,,12,3.3,11,4,n,nerBjosizmo,CVCCVVCVCCV,3,0,,1,0,0.022744,nerviosismos,OOOOOO;nerviosismos,1,0,0.022744,12,6.175,4.968,4.228,3.0489965996569777,100.0
nervioso,818.012,0.0,0,1,0.0,0.0,1.0,4685,3.670802,15.22228,1.210112,1.182572,4.18248,ADJECTIVE,97.865528,nervioso,AQ0MS0,97.865528,8406,20.784294,3.924589,15.402402,8,CVCCVVCV,ner·vio·so,1,1,0,6.927194,nerviosa,OOOOOO;nerviosa,1,0,6.927194,0,0.0,,,1,3.29789,nerviosos,OOOOOO;nerviosos,2,11.966629,nervios,OOOOOO;nervios;nervoso,9,2.25,8,3,n,nerBjoso,CVCCVVCV,2,0,,4,0,11.966629,nervios,OOOOOO;nervios;nerviosa;nerviosos;nervoso,3,0,5.548741,9,,,,2.912759674692786,100.0
neumático,886.8028846153846,0.0,0,1,0.0,0.0,1.0,434,2.638489,1.410132,0.382041,0.150259,3.14926,NOUN,55.760368,neumático,NCMS000,50.460829,2102,5.19731,3.322633,11.039888,9,CVVCVCVCV,neu·má·ti·co,0,2,0,0.783046,neumática,OOOOOO;neumática;reumático,2,0,0.441885,0,0.0,,,2,4.691776,neumáticos,neumáticos;OOOOOO;pneumático,0,0.0,,,10,2.3,9,4,n,neumatiko,CVVCVCVCV,2,0,,4,1,4.691776,neumáticos,neumáticos;OOOOOO;neumática;reumático;pneumático,4,1,1.404446,10,,,,2.947827097129084,100.0
neurona,906.4681647940076,0.42523595580871,1,3,0.5280581425016392,0.8052824520311038,0.8252427184466019,296,2.472756,0.961749,0.292643,-0.015473,2.983062,NOUN,100.0,neurona,NCFS000,94.594595,1455,3.597567,3.162863,10.003702,7,CVVCVCV,neu·ro·na,1,2,0,0.042239,nefrona,OOOOOO;nefrona;neuroma,2,0,0.024369,0,0.0,,,2,3.846997,neuronas,neuronas;neuronal;OOOOOO,0,0.0,,,8,1.8,7,3,n,neurona,CVVCVCV,2,0,,4,2,3.846997,neuronas,neuronas;neuronal;OOOOOO;nefrona;neuroma,3,1,1.233054,8,,,,2.9573525562560476,82.52427184466019
neurosis,967.98418972332,0.6323849322590732,1,3,0.8649179172752164,0.7311502278173395,0.5652173913043478,979,2.991226,3.18092,0.621272,0.502996,3.502553,NOUN,100.0,neurosis,NCFN000,92.441267,979,2.420631,2.990783,8.944781,8,CVVCVCVC,neu·ro·sis,1,1,0,0.815537,necrosis,OOOOOO;necrosis,1,0,0.815537,0,0.0,,,0,0.0,,,0,0.0,,,8,2.75,8,3,n,neurosis,CVVCVCVC,2,0,,1,0,0.815537,necrosis,OOOOOO;necrosis,1,0,0.815537,8,4.616,2.68,5.042,2.985868263948896,56.52173913043478
neurótico,969.9722222222222,0.602335657661535,1,2,0.8944518845341283,0.6734131461696893,0.6888888888888889,242,2.385606,0.786295,0.251953,-0.102624,2.895586,ADJECTIVE,72.31405,neurótico,AQ0MS0,72.31405,619,1.530511,2.791691,7.793537,9,CVVCVCVCV,neu·ró·ti·co,0,2,0,0.467878,neurótica,OOOOOO;neurótica;necrótico,2,0,0.25181,0,0.0,,,1,0.669325,neuróticos,OOOOOO;neuróticos,0,0.0,,,10,2.3,9,4,n,neurotiko,CVVCVCVCV,2,0,,3,0,0.669325,neuróticos,OOOOOO;neuróticos;neurótica;necrótico,3,0,0.390981,10,,,,2.986759297247332,68.88888888888889
neutral,840.7720588235294,0.6594181299472046,1,3,0.8375102235614281,0.7873553198468375,0.5952380952380952,2155,3.333649,7.001924,0.903194,0.845419,3.845217,ADJECTIVE,94.709977,neutral,AQ0CS0,94.709977,2832,7.002275,3.452093,11.916948,7,CVVCCVC,neu·tral,0,1,0,0.53611,neutras,OOOOOO;neutras,1,0,0.53611,0,0.0,,,0,0.0,,,2,1.364644,neutra,OOOOOO;neutra;neural,8,1.95,7,2,n,neutral,CVVCCVC,2,0,,3,0,1.364644,neutra,OOOOOO;neutra;neural;neutras,3,0,0.975829,8,,,,2.924678270455495,59.523809523809526
nevada,878.0166112956811,0.0,0,1,0.0,0.0,1.0,2867,3.457579,9.315321,1.013483,0.969349,3.969198,NOUN,100.0,nevada,NP00000,79.246599,3728,9.217684,3.571476,12.75544,6,CVCVCV,ne·va·da,1,6,0,2.18668,nevado,OOOOOO;nevado;negada;nevaba;levada;nevara;novada,5,0,0.656329,0,0.0,,,1,2.894995,nevadas,OOOOOO;nevadas,1,0.045488,evada,OOOOOO;evada,7,1.6,6,3,n,neBaDa,CVCVCV,2,0,,12,1,16.362733,llevada,llevada;OOOOOO;cebada;nevadas;nevado;negada;nevaba;nevará;levada;evada;nevara;nébeda;novada,7,1,2.51349,7,5.197,5.945,5.35,2.943502732450303,100.0
nexo,908.3826714801444,0.4332217669800935,1,2,0.9418285354475155,0.4599794449572985,0.6410256410256411,979,2.991226,3.18092,0.621272,0.502996,3.502553,NOUN,100.0,nexo,NCMS000,92.543412,1429,3.533281,3.155032,9.954228,4,CVCV,ne·xo,0,6,2,38.49921,sexo,sexo;neto;OOOOOO;nemo;nelo;nevo;neno,2,2,7.882986,0,0.0,,,3,11.683953,anexo,anexo;OOOOOO;nexos;nexon,1,5.377348,neo,neo;OOOOOO,5,1.5,5,2,n,neGso,CVCCV,1,0,,8,4,105.776166,negro,negro;sexo;negó;anexo;OOOOOO;nexos;anexó;nexon;neosho,6,4,22.948765,6,4.42,3.352,3.192,2.9582688409238167,64.1025641025641
nido,788.9409594095941,0.829561293631324,1,2,0.887629705842974,0.9345803640533832,0.6947368421052632,5618,3.749659,18.25374,1.284515,1.261429,4.261352,NOUN,100.0,nido,NCMS000,94.357423,7391,18.274651,3.868703,14.966864,4,CVCV,ni·do,0,15,3,710.277775,sido,sido;niño;pido;OOOOOO;nudo;nilo;nodo;nado;nico;nino;lido;niro;nito;mido;fido;nide,4,2,57.843582,1,1.894256,indo,OOOOOO;indo,3,111.426442,unido,unido;OOOOOO;nidos;anido,1,59.28404,ido,ido;OOOOOO,5,1.05,4,2,n,niDo,CVCV,1,0,,26,6,710.277775,sido,sido;unido;niño;ido;oído;pido;OOOOOO;nudo;nilo;nidos;guido;nodo;huido;nado;nico;nicho;nino;lido;niro;nit;nito;anido;mido;nadó;fido;anidó;nide,5,3,41.997423,5,6.005,6.33,5.399,2.897044503891267,69.47368421052632
