word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,Val_Mean,AoA,SemD,Length,LgSUBTLWF,OLD,log_rt,max_dom_scaled
incomplete,785.3125,0.4987349175930405,1,5,0.6803905735597364,0.7330126797373288,0.6416666666666667,3.55,7.95,2.08,10,2.041,3.6,2.89504251027267,64.16666666666667
inconsistent,752.34375,0.4771038878278661,1,6,0.6173656364173025,0.7728060320891788,0.6835443037974683,3.32,10.7,1.77,12,1.748,3.75,2.876416317476666,68.35443037974683
inconvenience,850.0625,0.5593254251941814,1,5,0.718178010745073,0.778811682933469,0.6186440677966102,3.05,9.37,1.93,13,2.356,4.05,2.9294508579581144,61.86440677966102
incorporate,681.4242424242424,0.4817624274965489,1,3,0.8358910930674692,0.57634592770767,0.5666666666666667,5.37,13.67,2.0,11,1.602,3.25,2.833417580015239,56.666666666666664
incorrect,685.4411764705883,0.1254796997907149,1,2,0.1949957093536107,0.643499799081048,0.9698795180722892,3.09,6.65,1.75,9,2.057,3.65,2.8359701902263494,96.98795180722892
increase,580.3939393939394,0.2809597340844159,1,3,0.4091847378812508,0.6866329754604703,0.8723404255319149,5.9,7.42,2.04,8,2.64,2.65,2.7637228687872155,87.2340425531915
incredible,820.030303030303,0.0,0,1,0.0,0.0,1.0,7.59,8.8,1.92,10,3.285,3.45,2.913829901402839,100.0
indecent,819.4545454545455,0.463165923195427,1,3,0.7599779609762694,0.6094465194759636,0.5,4.52,12.06,1.14,8,1.964,2.65,2.913524868576734,50.0
indecisive,885.3529411764706,0.6593458847186756,1,5,0.7951514587855818,0.829207916848547,0.5,3.52,11.67,1.87,10,1.447,3.35,2.94711643436914,50.0
indefinite,910.9655172413792,0.5659213461766139,1,4,0.654948078390237,0.8640705497870346,0.6186440677966102,4.55,11.16,1.78,10,1.322,3.3,2.9595019379442133,61.86440677966102
independence,745.3939393939394,0.2099854968024576,1,3,0.2602284335372216,0.8069275672461154,0.9347826086956522,7.53,8.53,1.79,12,2.312,4.05,2.8723858572956456,93.47826086956522
independent,682.0,0.7226441425030515,1,5,0.8489869836397496,0.8511840068559766,0.4561403508771929,6.86,9.28,2.1,11,2.679,3.4,2.833784374656479,45.61403508771929
indicate,682.0,0.5803757819541767,1,5,0.7164915535987667,0.8100245969950199,0.4958677685950413,5.05,9.74,2.05,8,2.629,2.1,2.833784374656479,49.58677685950413
indication,826.9677419354839,0.6444203068170911,1,5,0.8411320132382425,0.7661345623217473,0.3942307692307692,5.0,12.0,2.19,10,2.26,2.3,2.917488569077757,39.42307692307692
indifferent,766.0645161290323,0.3787800117236984,1,7,0.4615916241728921,0.820595504527231,0.7830188679245284,4.28,10.47,1.95,11,1.771,3.9,2.8842653464197485,78.30188679245283
indigenous,1020.5172413793103,0.639303303243586,1,3,0.870942834625583,0.7340358951554169,0.5602836879432624,4.75,13.41,1.57,10,1.763,3.7,3.0088203464089163,56.02836879432624
indigestion,836.375,0.4504475858221471,1,5,0.5771728927343922,0.7804378748421879,0.7348484848484849,2.48,10.11,1.48,11,1.982,3.5,2.922401042887487,73.48484848484848
indignant,803.1034482758621,0.4581524636124082,1,5,0.7145396807851018,0.6411854735751168,0.6236559139784946,3.32,12.28,1.78,9,1.38,3.45,2.9047714906357247,62.365591397849464
individual,604.7272727272727,0.2515223362637035,1,2,0.3241476561692485,0.7759498841860364,0.940828402366864,6.17,7.7,2.08,10,2.776,3.9,2.7815595553892565,94.08284023668641
indulge,761.2058823529412,0.2441682952423474,1,3,0.4715866660051745,0.5177591158603035,0.8490566037735849,6.33,11.44,1.93,7,2.17,2.8,2.8815021357152877,84.90566037735849
indulgent,779.4117647058823,0.5997050038090996,1,5,0.8068301081022474,0.7432853555994227,0.4215686274509804,4.86,11.84,1.69,9,1.322,2.8,2.8917669568945525,42.15686274509804
industrial,707.2424242424242,0.6277797145285978,1,6,0.7764285237607432,0.8085479800353759,0.5151515151515151,4.65,10.22,1.77,10,2.369,3.55,2.849568304128558,51.515151515151516
industry,617.9705882352941,0.6212518638947176,1,4,0.7910930458756151,0.7853082101196956,0.5042016806722689,5.07,10.44,1.85,8,2.776,3.45,2.790967805718138,50.42016806722689
ineffective,845.9333333333333,0.5206765392962387,1,5,0.7462161351737163,0.6977556699106046,0.6052631578947368,3.11,10.68,1.92,11,1.491,3.55,2.927336138327086,60.526315789473685
inefficient,767.6666666666666,0.1904604011106196,1,3,0.2737378619421652,0.6957766081728939,0.9304347826086956,4.05,10.78,1.69,11,1.342,3.7,2.8851726832445688,93.04347826086956
inept,797.0,0.5420894779579104,1,7,0.7984786892764552,0.6789028752277999,0.3455882352941176,4.1,14.29,1.9,5,1.643,1.9,2.9014583213961123,34.55882352941176
inertia,831.2,0.5600267417836422,1,6,0.7813686963857865,0.7167253364180579,0.430379746835443,5.35,12.84,1.67,7,1.505,2.8,2.919705534549121,43.0379746835443
inevitable,792.2727272727273,0.6762245562935548,1,4,0.9381928440189018,0.7207735175178238,0.3939393939393939,4.1,11.6,2.12,10,2.461,2.8,2.898874706287787,39.39393939393939
inexpensive,696.0625,0.1294236827972163,1,2,0.3003914173647818,0.4308501352422131,0.9466666666666668,7.63,8.05,1.7,11,1.58,3.8,2.8426482370049135,94.66666666666667
inexperienced,978.8064516129032,0.2190661802115665,1,2,0.3018749587961891,0.725685168074736,0.9463087248322148,3.5,11.26,1.88,13,1.771,4.35,2.9906968232570392,94.63087248322148
infamous,729.4193548387096,0.5432981082258236,1,4,0.7319130096275079,0.7422987446313107,0.5655737704918032,4.86,11.0,1.86,8,2.061,3.7,2.8629772829538083,56.557377049180324
infant,594.96875,0.0,0,1,0.0,0.0,1.0,6.65,6.42,1.43,6,2.334,2.1,2.774494155545404,100.0
infatuation,1024.1515151515152,0.2631749244048975,1,3,0.7212510566942105,0.364886708951438,0.625,5.74,12.6,1.51,11,1.643,3.25,3.010364211841501,62.5
infect,643.5151515151515,0.1913646452478312,1,3,0.2453717430202542,0.7798968328314602,0.9395973154362416,2.84,9.15,1.04,6,1.799,1.8,2.808558776791232,93.95973154362416
infection,751.65625,0.3780669104985823,1,3,0.6396802808071228,0.5910248007356936,0.7473118279569892,2.0,8.05,1.12,9,2.65,1.85,2.8760192729592395,74.73118279569893
infectious,737.0909090909091,0.3847868225061885,1,3,0.4377956303845859,0.8789188283313124,0.8625,2.63,11.21,1.38,10,1.819,3.0,2.867521054862746,86.25
infer,791.6071428571429,0.3240993175485744,1,4,0.5182723826870252,0.6253455294458392,0.7967479674796748,4.79,12.71,1.67,5,1.477,1.9,2.8985097042931343,79.67479674796748
inferior,699.939393939394,0.5155883788378354,1,3,0.7286528466831511,0.7075912503255956,0.5804195804195804,3.43,10.57,1.92,8,2.196,2.75,2.8450604371325587,58.04195804195804
inferno,761.7741935483871,0.5393298663200607,1,3,0.7335228659571689,0.7352597871864471,0.543778801843318,3.24,10.53,1.45,7,1.681,2.75,2.8818262560784462,54.377880184331794
infestation,1240.896551724138,0.342258682271245,1,3,0.4814530136086099,0.7108869870933638,0.8461538461538461,2.3,11.83,1.29,11,1.556,2.9,3.0937355777211275,84.61538461538461
infidelity,846.5806451612904,0.4734323128852206,1,3,0.7136269104899915,0.6634171244469352,0.6204379562043796,2.1,13.89,1.22,10,1.833,3.65,2.92766833525099,62.04379562043796
infinite,722.9705882352941,0.6306234041009614,1,3,0.8109971874847671,0.7775901246424561,0.6048387096774194,6.05,9.6,1.63,8,2.253,2.65,2.8591206297607368,60.483870967741936
infinity,696.25,0.4503648165314751,1,3,0.6463321943770816,0.6968008408826443,0.7,6.74,8.83,1.52,8,1.94,2.55,2.842765208181785,70.0
inflation,828.9677419354839,0.5207256565928302,1,5,0.696092700613663,0.7480694110623021,0.6214285714285714,2.91,11.82,1.38,9,1.732,2.6,2.9185376309459405,62.142857142857146
influential,778.1875,0.6046925725236331,1,5,0.7656482296482348,0.7897785812179696,0.5675675675675675,5.94,11.05,1.9,11,1.914,3.85,2.891084250465894,56.75675675675676
influenza,771.5357142857143,0.1699588140336076,1,2,0.1800148658138677,0.9441376592161126,0.9728260869565216,2.86,10.37,1.48,9,1.415,3.75,2.8873560342983446,97.28260869565216
info,620.5454545454545,0.1996282736391047,1,2,0.2649635360966291,0.7534179101772804,0.954954954954955,5.95,9.37,1.15,4,2.279,1.95,2.792773598784395,95.4954954954955
inform,683.060606060606,0.5003625037263331,1,4,0.6545051533551961,0.764489784627852,0.5324675324675324,5.18,8.79,1.96,6,2.81,2.2,2.8344592391280443,53.246753246753244
informal,649.2424242424242,0.5737953087321865,1,3,0.7315188925946414,0.7843889126321517,0.6887417218543046,5.05,10.32,1.78,8,1.94,2.55,2.8124068907173485,68.87417218543047
informative,758.3870967741935,0.6317936022357656,1,4,0.8872318725973156,0.7120952501246709,0.36,5.94,10.16,1.8,11,1.556,3.55,2.8798909352906668,36.0
ingredient,773.375,0.2969885226962658,1,4,0.3716856313616072,0.7990314869270002,0.8742138364779874,5.86,7.85,1.86,10,2.127,3.7,2.888390129028058,87.42138364779875
inhabit,639.5882352941177,0.0,0,1,0.0,0.0,1.0,5.38,12.22,1.73,7,1.532,2.65,2.805900466653564,100.0
inhabitant,781.030303030303,0.4578119664804836,1,7,0.830978322880333,0.5509312985369077,0.3448275862068966,5.11,9.6,1.84,10,0.954,3.35,2.892667884304365,34.48275862068966
inhale,742.6774193548387,0.0,0,1,0.0,0.0,1.0,5.36,7.26,1.42,6,2.083,2.25,2.8708002196626388,100.0
inherit,725.2727272727273,0.7140244237190845,1,6,0.827777060517604,0.8625805881508837,0.4846153846153846,7.11,9.05,1.72,7,2.26,2.5,2.8605013468155955,48.46153846153846
inheritance,860.5625,0.5664669243106211,1,5,0.7952283823627517,0.7123323775587039,0.5364238410596026,6.8,12.05,1.56,11,2.212,3.9,2.9347824172776686,53.64238410596026
initial,714.8857142857142,0.5093782641368628,1,4,0.6375835245870022,0.7989200543831729,0.7222222222222222,5.38,8.29,2.11,7,2.513,2.65,2.854236618553216,72.22222222222221
initiate,839.5333333333333,0.342167440551316,1,3,0.3728109756131083,0.9178040962678276,0.8931297709923665,6.1,10.17,2.03,8,2.233,2.25,2.924037944304127,89.31297709923665
inject,651.8571428571429,0.2728187095781125,1,3,0.4068263446463821,0.6706023667549098,0.8809523809523809,3.32,10.17,1.79,6,2.093,1.9,2.814152428758404,88.09523809523809
injection,711.7352941176471,0.4069616466471139,1,3,0.6729619967140339,0.6047319887813022,0.7467532467532467,2.89,10.68,1.65,9,2.326,2.1,2.8523185025144087,74.67532467532467
injure,701.9615384615385,0.2546134450877398,1,4,0.330923556322202,0.7694026013664522,0.8920454545454546,3.74,7.53,1.42,6,1.716,1.8,2.8463133171276405,89.20454545454545
injury,636.15625,0.2029210911372347,1,2,0.2318130500245902,0.8753652614281611,0.9622641509433962,2.32,7.56,1.5,6,2.717,2.55,2.803563798319098,96.22641509433963
injustice,805.0645161290323,0.5923019619854907,1,5,0.8881507465066057,0.6668935023870808,0.3981481481481481,2.45,10.89,1.75,9,2.215,3.5,2.905830685182914,39.81481481481481
ink,575.060606060606,0.1638410139660989,1,2,0.1951473180458275,0.8395760475049074,0.9698492462311558,5.65,5.16,1.5,3,2.583,1.25,2.759713617716855,96.98492462311557
inlet,810.2592592592592,0.4050038076938088,1,2,0.5151332730348275,0.7862117026683055,0.8848920863309353,5.57,9.76,1.18,5,1.38,1.85,2.9086240026443604,88.48920863309353
inmate,827.34375,0.2483989094638424,1,2,0.2811937964320426,0.8833726512308535,0.951219512195122,2.67,8.9,1.04,6,2.14,2.0,2.9176859904596166,95.1219512195122
inn,638.0967741935484,0.5469770867748716,1,6,0.7328468190779316,0.7463730107515217,0.5757575757575758,5.71,7.52,1.53,3,2.632,1.7,2.804886549114661,57.57575757575758
innate,793.6785714285714,0.6153160728032109,1,5,0.7941994340656937,0.7747626684311057,0.5346534653465347,5.14,13.58,1.49,6,1.602,2.05,2.8996446549233044,53.46534653465347
inner,653.3125,0.230160989473574,1,2,0.2713895875081111,0.8480833461110411,0.9534883720930232,5.11,7.94,1.71,5,2.706,1.75,2.8151209677399263,95.34883720930232
innocence,784.59375,0.6319165701034228,1,5,0.7919650299192484,0.797909688219258,0.4125,6.73,9.39,1.71,9,2.528,3.05,2.894644844258311,41.25
innocent,666.060606060606,0.5685127415356271,1,3,0.7811543270612016,0.7277854347609414,0.5620915032679739,6.55,5.95,1.79,8,3.444,2.75,2.823513748209584,56.209150326797385
innovation,828.0,0.5847597898031949,1,5,0.8841255036984086,0.6613990744041098,0.3513513513513513,6.95,12.68,1.61,10,1.544,2.6,2.9180303367848803,35.13513513513513
innovative,742.21875,0.2289333380958114,1,3,0.4223692134348847,0.5420218396933548,0.8741721854304636,6.38,11.17,1.75,10,1.724,3.4,2.8705319213394684,87.41721854304636
input,638.90625,0.5076356992225125,1,5,0.701666851968397,0.7234711142452208,0.6308724832214765,5.05,10.67,1.42,5,2.185,2.15,2.8054371365704487,63.08724832214765
inquire,712.6129032258065,0.1939633726214532,1,3,0.3146403503520342,0.6164605792119096,0.9155844155844156,5.32,10.4,1.64,7,1.94,2.25,2.852853681822227,91.55844155844156
inquiry,741.5,0.391954130679214,1,3,0.6571727271543392,0.5964248278781087,0.7428571428571429,5.09,11.37,1.69,7,2.253,2.65,2.870111155364401,74.28571428571429
inquisitive,961.1333333333332,0.4783620992582438,1,5,0.6327237931189827,0.7560362111564983,0.6745562130177515,6.0,12.12,1.8,11,1.716,3.6,2.982783639400316,67.45562130177515
insane,627.1515151515151,0.1407893728800383,1,2,0.1720369493531138,0.8183670624794774,0.9743589743589745,2.55,7.96,1.68,6,3.295,2.05,2.7973724758305996,97.43589743589745
insanity,854.3666666666667,0.0,0,1,0.0,0.0,1.0,2.7,7.33,1.52,8,2.593,2.7,2.9316442959050706,100.0
insect,667.90625,0.4529987890435873,1,8,0.6950262273162168,0.6517722227444606,0.5859872611464968,4.43,4.75,1.21,6,2.209,1.7,2.8247155074381016,58.59872611464968
insecure,794.75,0.6455484937423235,1,5,0.8061176110820255,0.8008117982633138,0.4756097560975609,2.3,12.11,1.79,8,2.318,2.9,2.90023053658681,47.56097560975609
insecurity,750.9032258064516,0.4873415567070219,1,4,0.6124974514094231,0.7956629951448714,0.7419354838709677,2.24,9.74,1.81,10,1.748,3.6,2.875583970018301,74.19354838709677
insensitive,885.5882352941177,0.2960893151406513,1,3,0.4190443180371486,0.7065823408072145,0.8758620689655172,3.55,9.91,1.99,11,2.283,3.4,2.947231838470504,87.58620689655172
insertion,832.7941176470588,0.6642948629302254,1,8,0.7754432992539639,0.8566646504900205,0.3786407766990291,4.47,9.58,1.6,9,1.518,2.4,2.920537648920293,37.86407766990291
insider,702.84375,0.7143007221217826,1,6,0.8450901731220152,0.8452361000518356,0.4456521739130434,4.5,11.67,1.34,7,1.568,2.5,2.846858787245869,44.56521739130434
insight,616.8529411764706,0.4189894385050196,1,5,0.8390086163775342,0.4993863356422124,0.4454545454545454,6.76,10.95,1.9,7,2.158,2.65,2.790181639806415,44.54545454545454
insignificant,798.84375,0.554067616076584,1,3,0.76940552435789,0.7201243018614701,0.5114942528735632,3.64,11.59,2.12,13,2.13,5.2,2.902461841706026,51.14942528735632
insist,603.1764705882352,0.5723391215687094,1,6,0.7842586343026562,0.7297836409255722,0.4793388429752066,4.42,8.33,2.06,6,2.959,1.95,2.7804443917261064,47.93388429752066
insomnia,689.6666666666666,0.1317804031403469,1,2,0.2006223243127146,0.6568581218057161,0.96875,2.67,13.05,1.12,8,1.949,3.65,2.838639235946072,96.875
inspect,639.0909090909091,0.5756234086349811,1,5,0.8575829137638696,0.6712160415004206,0.4,5.26,8.21,1.95,7,2.117,2.35,2.805562639861599,40.0
inspector,651.96875,0.4490102948686464,1,3,0.6883140803270288,0.6523334444289076,0.6721311475409836,4.33,8.84,1.42,9,3.051,3.15,2.8142267797383433,67.21311475409836
inspiration,695.5757575757576,0.6363823766826102,1,6,0.81354755216261,0.782231321317296,0.3820224719101123,6.53,10.67,1.87,11,2.56,2.7,2.8423444374270765,38.20224719101123
inspirational,830.969696969697,0.6268212651539954,1,5,0.8289766039592923,0.7561386680398716,0.4736842105263157,6.95,10.26,1.66,13,1.799,4.05,2.9195851866255023,47.36842105263157
inspire,701.060606060606,0.6596814203755742,1,7,0.820215323372679,0.8042783420126821,0.3761467889908257,7.42,8.11,1.95,7,2.299,2.4,2.8457555639580283,37.61467889908257
install,688.3030303030303,0.4266208638220518,1,6,0.5482543364853295,0.7781440755343073,0.7403846153846154,5.95,10.14,1.53,7,2.143,2.7,2.837779681570278,74.03846153846155
instant,657.6857142857143,0.3938925632435573,1,3,0.5366611565176918,0.7339688338903883,0.7911392405063291,5.84,7.05,1.86,7,2.741,2.35,2.818018408570119,79.11392405063292
instantaneous,992.6428571428572,0.0,0,1,0.0,0.0,1.0,5.16,11.89,1.59,13,1.505,5.7,2.9967930218373766,100.0
instinctive,902.6060606060606,0.5414174055819441,1,3,0.7004162844901143,0.7729937432509619,0.6557377049180327,5.81,11.58,1.63,11,1.342,3.45,2.9554982452919627,65.57377049180327
institution,884.8484848484849,0.6694600062786379,1,4,0.7894960409946826,0.8479586616231642,0.5683453237410072,4.0,10.05,1.54,11,2.599,2.55,2.946868911570531,56.83453237410072
instruct,698.7741935483871,0.405496371926381,1,4,0.5897823677511179,0.6875355963464413,0.7175141242937854,5.81,9.0,1.94,8,1.935,2.6,2.8443368576639494,71.75141242937853
instruction,706.8125,0.4534654914720095,1,6,0.5679979987290742,0.7983575514115591,0.6751592356687898,5.22,7.47,1.66,11,2.017,2.55,2.8493042214134197,67.51592356687898
instructor,710.6764705882352,0.290618937221541,1,3,0.3344039143781773,0.8690655962025614,0.9090909090909092,6.15,8.19,1.37,10,2.382,3.05,2.8516719368539194,90.90909090909092
instrument,758.4375,0.0,0,1,0.0,0.0,1.0,6.68,6.94,1.7,10,2.617,3.4,2.879919798012029,100.0
insufficient,775.4848484848485,0.3243610830675195,1,2,0.4689955935892811,0.6916079543203042,0.9,3.24,10.22,2.11,12,1.74,4.4,2.889573316935304,90.0
insulin,789.5483870967741,0.1283578554378544,1,2,0.2006223243127146,0.6397984664846175,0.96875,4.52,11.32,0.72,7,2.033,2.75,2.8973787506903386,96.875
insult,647.375,0.6029842132911282,1,4,0.8402955276506415,0.7175858890704734,0.4326923076923077,2.62,8.63,1.8,6,2.806,2.15,2.8111559240259503,43.269230769230774
insure,683.9,0.6417157142872463,1,7,0.9053398103698156,0.708811991847698,0.3100775193798449,5.67,10.59,1.11,6,1.74,1.7,2.83499260373303,31.00775193798449
intake,721.0,0.708229307180064,1,4,0.7943529488789502,0.8915801322064326,0.4848484848484848,5.53,12.84,1.39,6,1.826,2.15,2.857935264719429,48.48484848484848
integral,770.5142857142857,0.6683951378921982,1,4,0.8674810873497271,0.7705011067552336,0.4015151515151515,5.19,14.33,1.97,8,1.58,2.75,2.88678069516264,40.15151515151515
integrate,815.6666666666666,0.4944186300832257,1,4,0.5891756283701488,0.8391702003203159,0.7142857142857143,5.78,11.47,1.54,9,1.613,2.6,2.911512714632127,71.42857142857143
integration,835.59375,0.6646150135884348,1,5,0.9511607606363124,0.6987409921576424,0.2772277227722772,5.29,11.21,1.64,11,1.532,2.85,2.921995182923083,27.72277227722772
integrity,827.483870967742,0.5305854172411578,1,4,0.741252651334655,0.7157956417232607,0.6260162601626016,6.11,10.72,1.93,9,2.566,3.1,2.917759537410929,62.601626016260155
intellect,772.2333333333333,0.1369324089553433,1,2,0.3989860130859799,0.3432010257608577,0.9209039548022598,6.62,10.68,1.58,9,2.041,3.2,2.8877485439473,92.09039548022598
intellectual,715.3333333333334,0.3577833486902674,1,2,0.7671903206448684,0.4663553997781535,0.7761194029850746,7.65,10.9,1.66,12,2.371,4.35,2.8545084629102697,77.61194029850746
intelligence,780.3823529411765,0.0,0,1,0.0,0.0,1.0,7.65,8.56,1.72,12,2.993,4.3,2.892307439980652,100.0
intelligent,669.2941176470588,0.2121995620105616,1,2,0.2974722489192896,0.7133423799412488,0.9473684210526316,7.6,8.28,1.88,11,2.839,3.9,2.8256170080534786,94.73684210526316
intend,677.9705882352941,0.6991812092065554,1,3,0.9864398436627984,0.7087925469538934,0.4128440366972477,5.75,8.94,1.92,6,3.073,1.9,2.8312108536839093,41.28440366972477
intense,630.1212121212121,0.663637429235097,1,4,0.920012671720994,0.7213350963891438,0.4166666666666667,5.65,9.67,2.0,7,2.717,2.3,2.7994240997581685,41.66666666666667
intent,718.1290322580645,0.4926912054080222,1,5,0.6557489988059987,0.7513411477640447,0.6766917293233082,5.86,9.37,1.91,6,2.458,1.85,2.856202484580678,67.66917293233082
intention,763.3636363636364,0.6144612309259572,1,5,0.8629249006580614,0.7120680263802478,0.3809523809523809,5.58,9.42,2.06,9,2.748,2.05,2.8827314680276,38.09523809523809
intentional,808.53125,0.4313731559221532,1,5,0.535618590484686,0.8053737558507816,0.7439024390243902,5.37,8.74,1.48,11,1.881,3.3,2.907696810192056,74.39024390243902
interact,749.5142857142857,0.1943506056168162,1,2,0.2351933818192414,0.826343854208385,0.9615384615384616,6.0,9.58,1.56,8,1.869,2.4,2.874779914899786,96.15384615384616
interaction,755.3636363636364,0.2816108522246167,1,3,0.3444735220052806,0.8175108803291411,0.9052631578947368,5.62,9.42,1.6,11,1.785,2.55,2.878156073810623,90.52631578947367
intercourse,728.4545454545455,0.4322225109538126,1,2,0.5076575881820506,0.8514055950618702,0.8874172185430463,7.22,11.72,0.91,11,2.288,3.75,2.86240245758281,88.74172185430463
interested,618.5142857142857,0.5733097070388552,1,4,0.7860721689734408,0.7293346968225074,0.5714285714285714,6.83,8.83,2.07,10,3.641,2.7,2.7913497349032723,57.14285714285714
interesting,656.5588235294117,0.3454058291073001,1,5,0.5694846109642024,0.6065235520982537,0.7254901960784313,6.78,6.95,2.09,11,3.646,2.85,2.817273642214961,72.54901960784314
interface,734.5588235294117,0.5245343918390741,1,6,0.6466754650876707,0.8111246214791252,0.6521739130434783,5.32,12.85,1.04,9,1.892,2.65,2.866026579855765,65.21739130434783
interfere,797.5428571428571,0.6459478775290962,1,4,0.8599024953086983,0.7511873509533263,0.3564356435643564,3.94,10.44,2.06,9,2.688,2.65,2.9017540298114204,35.64356435643564
interior,646.9142857142857,0.4853687227024082,1,4,0.7474438403665147,0.6493714932006183,0.5460526315789473,5.79,9.32,1.67,8,2.428,2.4,2.8108467417083975,54.60526315789473
internal,688.65625,0.5639389609631742,1,4,0.7350035749711535,0.7672601605853507,0.5612903225806452,5.18,10.39,2.01,8,2.702,2.25,2.8380024933423504,56.12903225806451
international,848.5588235294117,0.6173656961128923,1,7,0.7917509857112359,0.7797473034508545,0.4380165289256198,5.65,8.67,1.95,13,2.861,3.6,2.928681953723509,43.80165289256198
interpret,775.25,0.459897099619078,1,3,0.7667615838718796,0.5997915248919454,0.5886524822695035,5.2,9.56,1.83,9,2.1,2.7,2.889441774909364,58.86524822695035
interpretation,956.2941176470588,0.563577549004026,1,4,0.7662715218759623,0.7354802219770518,0.5909090909090909,5.6,10.17,1.78,14,2.117,3.55,2.9805914843537793,59.09090909090909
interrogate,826.9333333333333,0.5995685359203924,1,4,0.7263696483150314,0.82543170314346,0.5822784810126582,2.76,11.44,1.61,11,1.996,3.4,2.9174704985096076,58.22784810126582
interrogation,936.5925925925926,0.5068100583333812,1,5,0.6885457605514567,0.7360586432592029,0.4509803921568627,2.21,10.67,1.49,13,2.462,3.3,2.9715507186725363,45.09803921568627
interrupt,689.4,0.653488228540755,1,5,0.7877976773260595,0.8295127636816888,0.4461538461538462,3.26,6.94,1.73,9,2.981,3.2,2.838471279071929,44.61538461538462
intersection,741.3235294117648,0.4096358416141654,1,4,0.5938281952149407,0.6898221487544804,0.6560509554140127,4.58,10.17,1.46,12,2.068,2.75,2.8700077847319143,65.60509554140127
interstate,812.939393939394,0.3183373415772649,1,3,0.3886793803015883,0.8190229729456117,0.888268156424581,5.0,9.68,1.34,10,2.045,3.2,2.9100581693839813,88.8268156424581
intervene,941.0384615384615,0.4058979985412805,1,4,0.5623152045634918,0.721833582387954,0.7706422018348624,5.21,11.72,1.83,9,1.863,2.65,2.97360737400384,77.06422018348624
intervention,769.09375,0.683098607281033,1,7,0.8288745443275863,0.8241278634454722,0.293103448275862,4.14,13.11,1.82,12,2.272,3.2,2.8859792820979964,29.3103448275862
intestine,879.7096774193549,0.240398639906772,1,3,0.3670197901181808,0.6550018456208133,0.8968253968253969,3.37,9.28,0.9,9,1.724,2.8,2.9443393695389393,89.68253968253968
intimacy,720.9705882352941,0.1973145558912938,1,2,0.2713895875081111,0.7270527867447998,0.9534883720930232,7.0,12.58,1.5,8,2.225,3.45,2.8579175481762196,95.34883720930232
intimate,760.8,0.345310171188703,1,3,0.5029382844150447,0.6865855749882411,0.8389261744966443,7.22,13.29,1.82,8,2.551,2.3,2.8812705039293576,83.89261744966443
intimidate,923.7272727272727,0.5852416097938303,1,5,0.761544280558667,0.7684932114052496,0.5416666666666666,2.84,11.22,1.8,10,1.944,3.3,2.9655437662060677,54.166666666666664
intimidation,833.09375,0.6322706225021546,1,4,0.8113175517803931,0.7793133787315095,0.4420289855072464,3.79,9.95,1.55,12,1.462,3.35,2.9206938763368107,44.20289855072464
intolerant,731.84375,0.5314024961275547,1,5,0.6662931382836936,0.7975506058735587,0.5862068965517241,3.43,11.0,1.7,10,1.653,3.4,2.8644183682766418,58.620689655172406
intrepid,923.9354838709676,0.5965416468637098,1,3,0.7121933590287831,0.837611919994891,0.5641025641025641,5.37,11.0,1.73,8,1.505,3.65,2.9656416465696105,56.41025641025641
intrigue,772.1666666666666,0.6746488320300399,1,4,0.9202431467374824,0.7331201915731265,0.336,6.05,10.68,1.76,8,1.892,3.25,2.8877110498195115,33.6
intriguing,805.4137931034483,0.1559850268579221,1,2,0.1811664015535456,0.8610041681035381,0.9726027397260274,6.53,10.31,1.93,10,2.117,3.65,2.9060190628396056,97.26027397260275
introduce,771.375,0.5571019522458511,1,5,0.6914184775500031,0.8057377266223866,0.6486486486486487,5.91,8.21,2.11,9,3.248,3.3,2.887265559422443,64.86486486486487
introduction,744.3030303030303,0.6342073879137373,1,4,0.8187804171883067,0.7745756671753417,0.4259259259259259,5.81,8.0,2.09,12,2.34,3.45,2.871749787151492,42.59259259259259
intrude,743.8064516129032,0.7971066819003366,1,4,0.917759247553953,0.8685357124156644,0.3669724770642202,3.1,9.44,1.9,7,2.114,2.4,2.8714599410137196,36.69724770642202
intrusive,697.9428571428572,0.5336616722972003,1,3,0.7421903893452452,0.7190360855628872,0.6428571428571429,3.05,13.31,1.88,9,1.505,3.1,2.8438198669735524,64.28571428571429
intuitive,817.1111111111111,0.6061635157948817,1,4,0.9336449113415702,0.6492441702744087,0.37,6.0,12.74,1.58,9,1.74,2.95,2.912281116093519,37.0
invade,688.6470588235294,0.516693877554875,1,5,0.709226297670402,0.7285317524914982,0.626984126984127,3.32,9.39,1.71,6,2.196,2.1,2.8379966969760777,62.698412698412696
invalid,686.21875,0.6844953254826865,1,4,0.7512686195395288,0.9111192823443508,0.6097560975609756,3.52,10.5,1.61,7,1.949,2.75,2.836462580392096,60.97560975609756
invasion,742.5588235294117,0.5611676562474058,1,6,0.7011457687793156,0.800358044268584,0.5655737704918032,2.45,9.33,1.67,8,2.639,2.6,2.87073086300249,56.557377049180324
invasive,766.3870967741935,0.5580030197575071,1,3,0.6244608492657588,0.8935756667749581,0.76,3.1,12.56,1.24,8,1.778,2.85,2.884448184161641,76.0
invent,659.3666666666667,0.4572961483577416,1,4,0.6507829594876574,0.7026861132285296,0.4832214765100671,6.64,8.16,1.84,6,2.373,1.8,2.819126988229271,48.32214765100671
